IDs	SMILES
CDK_Depict_29_199	CC(C(Cl)Cl)POBr
CDK_Depict_29_200	C12=C(O1)O2
CDK_Depict_29_201	CN(C)[Bi](N(C)C)Br
CDK_Depict_29_202	C(F)(F)(F)[Se]P([Se]C(F)(F)F)[Se]C(F)(F)F
CDK_Depict_29_203	C1=CC=C(C=C1)[Al]C2=CC=CC=C2[Al]C3=CC=CC=C3
CDK_Depict_29_205	C(P(=S)(Br)Br)P(=S)(Br)Br
CDK_Depict_29_206	C(CS(=O)(=O)F)C(CS(=O)(=O)F)S(=O)(=O)F
CDK_Depict_29_207	C=P1=P2=PC12I
CDK_Depict_29_208	C(N(C(F)(F)F)C(F)(F)Br)(F)(F)F
CDK_Depict_29_209	C(C(=CCl)Cl)OC(C=CCl)O
CDK_Depict_29_210	C1([Te]C([Te]1)(C(F)(F)F)Cl)(C(F)(F)F)Cl
CDK_Depict_29_211	C(O[P+](=O)O[P+](=O)[O-])(Cl)(Cl)Cl
CDK_Depict_29_212	Cl[Pa](Cl)(Cl)(Cl)Cl
CDK_Depict_29_213	C[Si](SC)(SC)SC
CDK_Depict_29_214	C[Se][Te]C
CDK_Depict_29_215	CN(C)S1(CS(C1)(N(C)C)Cl)Cl
CDK_Depict_29_217	[B-](OP(=O)(F)F)(OP(=O)(F)F)(OP(=O)(F)F)OP(=O)(F)F
CDK_Depict_29_219	C1CCC(=C2OOC(=C3CCCCC3)OO2)CC1
CDK_Depict_29_220	C1=C2N=C(O1)[Se]2
CDK_Depict_29_222	CCON1[Si]N([Si]1)OCC
CDK_Depict_29_223	C(=O)(N)N(S(=O)[O-])S(=O)[O-]
CDK_Depict_29_225	[3H][I-](C(F)(F)F)(C(F)(F)F)C(F)(F)F
CDK_Depict_29_226	N[As](O)P
CDK_Depict_29_227	[3H][Sn]([3H])([3H])C
CDK_Depict_29_228	CN(C)C1=NPN=N1
CDK_Depict_29_230	[2H]C(=O)N=IC(=O)[2H]
CDK_Depict_29_231	C(F)(F)(F)[In](C(F)(F)F)C(F)(F)F
CDK_Depict_29_232	C(=O)(N)N(NC(=O)O)NC(=O)O
CDK_Depict_29_233	CCC[Si](CCC)([Si](CCC)(I)I)I
CDK_Depict_29_234	C[SiH]1N=S=NS1
CDK_Depict_29_235	OP1(=O)O[Sn]2(O1)OP(=O)(O2)O
CDK_Depict_29_236	C([Si](F)(F)F)([Si](F)(F)F)([Si](F)(F)F)[Si](F)(F)F
CDK_Depict_29_237	CP([As+](C)(C)C)[As+](C)(C)C
CDK_Depict_29_238	C1CCC(CC1)[Pb](C2CCCCC2)(Br)Br
CDK_Depict_29_239	N1NNNN(NN(NN1)S)S
CDK_Depict_29_240	[B-](OC)(Cl)(Cl)Cl
CDK_Depict_29_241	C(#N)[Te](=O)(=O)O
CDK_Depict_29_242	C(N(C(=C(Cl)Cl)Cl)C(=S)N)Br
CDK_Depict_29_243	C/C(=N\O)/C(=N/OCOC)/C
CDK_Depict_29_244	C(C(=S)N)N=NCC(=S)N
CDK_Depict_29_245	CN1[SiH2]N([SiH2]N([SiH2]1)[SiH3])[SiH3]
CDK_Depict_29_246	O=Cl(=O)(=O)OI(OCl(=O)(=O)=O)OCl(=O)(=O)=O
CDK_Depict_29_247	O=S1(=O)O[Bi](O1)OS(=O)(=O)O[Bi]2OS(=O)(=O)O2
CDK_Depict_29_248	C(=S)(N)NP(=O)(NC(=S)N)NC(=S)N
CDK_Depict_29_249	B(C)(C)C[Se](=[Se])CB(C)C
CDK_Depict_29_250	[3H]P=S(=BO)([3H])N
CDK_Depict_29_251	CN(C)C1=N[S+]=NSN=S=N1
CDK_Depict_29_252	[Si]([Si](Cl)(Cl)Cl)([Si](Cl)(Cl)Cl)[Si](Cl)(Cl)Cl
CDK_Depict_29_253	C=C([Hg]Cl)[Hg]Cl
CDK_Depict_29_254	CC(C)(C)P1P(S1)C(C)(C)C
CDK_Depict_29_255	B(=S=[V])OO
CDK_Depict_29_256	C1=CO[As]2N1C=CO2
CDK_Depict_29_257	[B]CC(=O)NI(COC)COC
CDK_Depict_29_258	CO[Bi](OC)(OC)(OC)OC
CDK_Depict_29_259	B(O)(O)OB(O)OOC
CDK_Depict_29_260	CCSP(=O)(C=COCCOC)SCC
CDK_Depict_29_262	B(OC)(OC)[Si](B(OC)OC)(B(OC)OC)B(OC)OC
CDK_Depict_29_263	C(F)(F)(P(=O)(Cl)Cl)P(=O)(Cl)Cl
CDK_Depict_29_264	N1(N(N(N(N1P(Cl)Cl)P(Cl)Cl)P(Cl)Cl)P(Cl)Cl)P(Cl)Cl
CDK_Depict_29_265	C[Si](C)(C)NP(=O)(C)N[Si](C)(C)C
CDK_Depict_29_266	NP(N)[Se]P(N)N
CDK_Depict_29_267	CCC(=S(=O)=O)C(=S(=O)=O)C
CDK_Depict_29_268	B(CO)(CO)C(B(CO)CO)B(CO)CO
CDK_Depict_29_269	CN(C)C(=S)[Se](C(=S)N(C)C)(C(=S)N(C)C)C(=S)N(C)C
CDK_Depict_29_270	C(=O)(N1N(S1)C(=O)O)O
CDK_Depict_29_271	[Si]1(S[Si](S1)(Cl)Cl)(Cl)Cl
CDK_Depict_29_272	[B]P(=S)([B]P(=S)(C)O)O
CDK_Depict_29_273	C1=C(S(=C=O)N=N1)Cl
CDK_Depict_29_274	CC[Hg]/N=C(\N)/NC#N
CDK_Depict_29_275	C1C2CS[As](S1)SC2
CDK_Depict_29_276	C[In](C1CCCC1)C2CCCC2
CDK_Depict_29_277	C[Si](C)(C=S(=O)(C)C)C=S(=O)(C)C
CDK_Depict_29_278	N1(N(N(N1P(Cl)Cl)P(Cl)Cl)P(Cl)Cl)P(Cl)Cl
CDK_Depict_29_279	CC1=NPC(=N1)C
CDK_Depict_29_280	CCS(=N)(=S)I
CDK_Depict_29_281	P1P2P1P2P3P4P3P4P5P6P5P6P7P8P7P8
CDK_Depict_29_282	C1=NSN=C1C2=NSN=C2
CDK_Depict_29_284	C1=C[SiH]=CC=[SiH]1
CDK_Depict_29_285	CC1=CP(C=C1C)OP2C=C(C(=C2)C)C
CDK_Depict_29_286	C1=C(OP(O1)Cl)I
CDK_Depict_29_287	NP(=N)(N)OP(=O)(N)N
CDK_Depict_29_288	N1(N(PP1)Cl)Cl
CDK_Depict_29_289	C[Si](C)(C([Si](C)(C)I)([Si](C)(C)I)[Si](C)(C)I)I
CDK_Depict_29_290	C#[N+][Kr]F
CDK_Depict_29_291	[2H]C1C(NC(C(N1)[2H])[2H])[2H]
CDK_Depict_29_292	CC[Al](CC)O[Al](CC)O[Al](CC)CC
CDK_Depict_29_293	[3H][P+]1=NN=S=C(CCC1)I
CDK_Depict_29_294	C(=C([XeH])[XeH])(C(=C([XeH])[XeH])[XeH])[XeH]
CDK_Depict_29_295	[2H]C([2H])([2H])[As](=O)(C([2H])([2H])[2H])O[2H]
CDK_Depict_29_296	N([SiH3])([SiH3])[SiH2]O[SiH2]N([SiH3])[SiH3]
CDK_Depict_29_297	C(F)(I)(I)[I-]Br
CDK_Depict_29_298	C1CC1[Sn](C2CC2)(I)I
CDK_Depict_29_299	C12N([As](S1)S2)N
CDK_Depict_29_300	C1(=C(SC(=C1Br)Br)Br)Br
CDK_Depict_29_301	C1C[As]2O[As]3CCC[As](O3)O[As](C1)O2
CDK_Depict_29_302	S1S[SbH]SS[SbH]1
CDK_Depict_29_303	CP(#P)P=PP=PP=PP=PP=PP
CDK_Depict_29_304	C1(=O)OC(=O)OOOO1
CDK_Depict_29_305	C1=C(SSSSSS1)S
CDK_Depict_29_306	CO[P+]1=PC1
CDK_Depict_29_307	B(=NSC#N)C(=O)C
CDK_Depict_29_308	[2H]P(COC)POCOC
CDK_Depict_29_310	B1=BC=CC=B1
CDK_Depict_29_311	C(N=[N+]=[N-])(N=[N+]=[N-])(N=[N+]=[N-])F
CDK_Depict_29_312	CN[Al](NN)NN[Al](NN)NN[Al](NC)NN
CDK_Depict_29_313	N(=[Al]OO)OO
CDK_Depict_29_315	C1(=O)C(=S(=O)=O)N1
CDK_Depict_29_316	[2H]P(CSBr)Br
CDK_Depict_29_317	N(S)([Hg])[Hg]
CDK_Depict_29_318	CCC[As](=S)(CCC)CCC
CDK_Depict_29_319	[B-]([B-]([S+](C)C)(I)I)([S+](C)C)(I)I
CDK_Depict_29_320	C1([Te][Te]C([Te][Te]1)([SiH3])[SiH3])([SiH3])[SiH3]
CDK_Depict_29_321	B(=O)O[Al](OB=O)OB=O
CDK_Depict_29_322	C([N+]1=NN=NN1)[N+](=O)[O-]
CDK_Depict_29_323	CP=1=CC=CP=C1
CDK_Depict_29_324	N1=[SiH]N2N([SiH2]1)[SiH]=N[SiH2]2
CDK_Depict_29_325	C[Si-][Si](C)[Si](C)[Si](C)[Si](C)[Si](C)N
CDK_Depict_29_326	O[P+](O)(O[Sn]F)F
CDK_Depict_29_327	C(#N)P=C([SiH3])[SiH3]
CDK_Depict_29_328	[2H]C([2H])(C1=CC=CC=C1C([2H])([2H])Br)Br
CDK_Depict_29_329	C1=C[Se]S2=C1C=C[Se]2
CDK_Depict_29_330	N(=[Ta](Cl)(Cl)Cl)N=[Ta](Cl)(Cl)Cl
CDK_Depict_29_331	[3H]NI(F)[I-]P=S=S
CDK_Depict_29_332	C=CP(=O)(C=C)O[Al](OP(=O)(C=C)C=C)OP(=O)(C=C)C=C
CDK_Depict_29_334	C1=C2C(=NC=N1)C=NC(=N2)C(=O)O
CDK_Depict_29_335	CC(CSC(CCSCC(CS)F)F)(F)F
CDK_Depict_29_336	C(C(F)(Br)I)(F)(F)I
CDK_Depict_29_337	C[Si](=[Os]=[Si](C)C)C
CDK_Depict_29_339	C/C(=N\SI)/OSI
CDK_Depict_29_340	[Mg]=[As][Mg][As]=[Mg]
CDK_Depict_29_341	O1[As](O[Hg]1)O[Hg]O[As]2O[Hg]O2
CDK_Depict_29_342	C(S)S[Sn](SCS)(SCS)SCS
CDK_Depict_29_343	F[Si](F)(F)P([Si](F)(F)F)[Si](F)(F)F
CDK_Depict_29_344	CCC[I-][Si](S)([I-]CCC)[I-]CCC
CDK_Depict_29_346	O([P+](OBr)(OBr)Br)Br
CDK_Depict_29_347	C(=C/[As](=O)Cl)\Cl
CDK_Depict_29_348	P(=S)(P(=S)(I)I)(I)I
CDK_Depict_29_349	C1=CSN=C1C(O)O
CDK_Depict_29_350	C(=S)(C(=S)I)I
CDK_Depict_29_351	C1(N=NC(=[Se])S1)[Se]
CDK_Depict_29_352	O=[Se](=O)(F)F
CDK_Depict_29_353	C[N+]1(C=[N+]=NCC#C1)C
CDK_Depict_29_354	[2H]NN([2H])/N=N/N([2H])[2H]
CDK_Depict_29_356	C1=C([As]C=C1Br)F
CDK_Depict_29_357	C1=NC(=N)SS1
CDK_Depict_29_358	N1=S=NSS(=NS1)Cl
CDK_Depict_29_359	CCOC(=O)C[As](=O)(O)O
CDK_Depict_29_360	B(C(C)(C)C)(P(=O)(O)O)P(=O)(O)O
CDK_Depict_29_361	CO[Sn](OC)(OC)Br
CDK_Depict_29_362	CCCN[Si](NCC)(OC)OC
CDK_Depict_29_363	C([As](C[As](I)I)I)[As](C[As](I)I)I
CDK_Depict_29_364	C(=N[P-](N=C=O)(N=C=O)(N=C=O)(N=C=O)N=C=O)=O
CDK_Depict_29_365	O=I(=O)O[Bi](OI(=O)=O)OI(=O)=O
CDK_Depict_29_367	B(=[S-](=O)I)C
CDK_Depict_29_368	C=[N+](C(=S(=S)=S)N[S-])[S-]
CDK_Depict_29_369	C1=C(N=C[Se]1)[N+](=O)[O-]
CDK_Depict_29_370	[Si]([Si](Br)(Br)Br)([Si](Br)(Br)Br)(Br)Br
CDK_Depict_29_371	CN(CO)C(=O)OSSOC(=O)N
CDK_Depict_29_372	B1(B(O1)Br)Br
CDK_Depict_29_373	C(=C(Cl)Cl)(OOC(=C(Cl)Cl)Cl)Cl
CDK_Depict_29_375	CCC1CC=[N+]=C1
CDK_Depict_29_376	C1C=[Sb]C=[Sb]1
CDK_Depict_29_379	CCP(=NC)=[S-](=O)I
CDK_Depict_29_380	C(=O)=[Os](=C=O)(=C=O)Cl
CDK_Depict_29_381	CC(C#C)S(=C=C)(=C=C)C#C
CDK_Depict_29_384	C[Si](C)(C)/N=S(/C(F)(F)F)\Cl
CDK_Depict_29_385	P1(=[Se])([Se][Se]P(=[Se])([Se][Se]1)[Se-])[Se-]
CDK_Depict_29_386	C(CCl)N(CCCl)NC(=S)NN(CCCl)CCCl
CDK_Depict_29_387	Cl[Zn-](Cl)Br
CDK_Depict_29_388	[2H]P([3H])C(=C=C=C=C=C=C=C)[I-]C#CC#CC#C
CDK_Depict_29_389	[B-]12(OCC(CO1)(CO2)C)C#CC
CDK_Depict_29_390	C[Si](C)(C)C[As](C)(C[Si](C)(C)C)(C[Si](C)(C)C)I
CDK_Depict_29_391	COC#COC#COC#COC#COC
CDK_Depict_29_392	[N-]=[N+]=N[P+](N=[N+]=[N-])(N=[N+]=[N-])Cl
CDK_Depict_29_393	CSC(NN)(NN)NI
CDK_Depict_29_394	CP1P(P(P(P1C)C)C)C
CDK_Depict_29_395	[B]1N[B]N[B]N[B]N[B]N1
CDK_Depict_29_396	CN1[P+](=O)N([P+](=O)N([P+]1=O)C)C
CDK_Depict_29_397	[3H][I-](O[N+](=O)[O-])(O[N+](=O)[O-])O[N+](=O)[O-]
CDK_Depict_29_398	CCCC[Se]C(=S)Br
CDK_Depict_29_399	[Fe](#[As])#[As]
CDK_Depict_29_400	C[Sb](C)(C)(N=[N+]=[N-])N=[N+]=[N-]
CDK_Depict_30_1	C[Si](C)(C)C=[Mo](#[Mo](=C[Si](C)(C)C)Br)Br
CDK_Depict_30_2	CN(C)C(=[Cr])N=C=O
CDK_Depict_30_3	B1(C=NB(C=N1)F)F
CDK_Depict_30_4	C[Pb](I)(I)I
CDK_Depict_30_5	C1[Si][Si]SS1
CDK_Depict_30_6	[B]S(=S)(=S)N=S
CDK_Depict_30_7	CON1C=NN=N1
CDK_Depict_30_8	O=P12OP3P(O1)P3O2
CDK_Depict_30_9	CCS[Al](C(C)C)SCC
CDK_Depict_30_10	C1(=S)SC(S1)(Br)Br
CDK_Depict_30_11	C1=C(OC(=O)S1)Br
CDK_Depict_30_12	CC(C)/C(=C\[Se](C)(Cl)Cl)/Cl
CDK_Depict_30_13	C(=S)(N)OP(OC(=S)N)OC(=S)N
CDK_Depict_30_14	N1=P(N=P(N=P1(Br)Br)(Br)Br)(Br)Br
CDK_Depict_30_15	C(CS[Se]SCCO)O
CDK_Depict_30_16	P1(=S)(P(=S)(P(=S)(P1(=S)S)S)S)S
CDK_Depict_30_17	C(=O)(N)[Te]C(=O)N
CDK_Depict_30_18	C(F)(F)(F)[Sn](C(F)(F)F)(Br)Br
CDK_Depict_30_20	CC(C)NOP(=O)(Cl)Cl
CDK_Depict_30_25	C(CS[Ge](=O)O[Ge](=O)SCCN)N
CDK_Depict_30_26	C[Si](C)(C)[N+](=O)O[Si](C)(C)C
CDK_Depict_30_27	[B][B][Si](B([B])[B])(C)OC
CDK_Depict_30_28	S([Tl])[Tl]
CDK_Depict_30_29	C1=CN(C=C1)[Si](N2C=CC=C2)N3C=CC=C3
CDK_Depict_30_30	[2H]C(P)(S)S[2H]
CDK_Depict_30_31	O=[Si](P)P=O
CDK_Depict_30_32	[N-]=[N+]=N[Ge](=O)[O-]
CDK_Depict_30_33	N[N+]1=NON=N1
CDK_Depict_30_34	C[Pb](C)(C)N([Pb](C)(C)C)[Pb](C)(C)C
CDK_Depict_30_35	CS[Sb](C)Cl
CDK_Depict_30_36	CCCC[Sn]1(OOO1)OOO[Sn]2(OOO2)CCCC
CDK_Depict_30_37	C(C(C([Al]Cl)(Cl)Cl)Cl)(C([Al]Cl)Cl)Cl
CDK_Depict_30_39	[B-]([P+](I)(I)I)(Br)(Br)Br
CDK_Depict_30_40	O=[Tb]O[Tb](=O)O[Tb](=O)O[Tb]=O
CDK_Depict_30_42	CO/C=C(/P(Br)Br)\Br
CDK_Depict_30_43	C(=C(Cl)Br)(SSC(=C(Cl)Br)Br)Br
CDK_Depict_30_44	C(=O)OSOC(=O)SSC(=O)OSOC=O
CDK_Depict_30_45	N(=O)O[Tl](ON=O)ON=O
CDK_Depict_30_46	C(OF)[S-](#N)I
CDK_Depict_30_47	C(C(OF)(OF)Cl)(OF)(OF)OF
CDK_Depict_30_48	CS(C)(C=C=C)Br
CDK_Depict_30_49	C1(=O)[Si]2=[Si]=[Si]12
CDK_Depict_30_50	B(=O)N=[U]=S
CDK_Depict_30_51	C(=O)=[Fe]=C(N)N
CDK_Depict_30_52	C1=NC=NC(=N1)[N+](=N)N=N
CDK_Depict_30_53	C(S)S[Ge](SCS)(SCS)SCS
CDK_Depict_30_54	CC(=O)/C=[As](=C/C(=O)C)/[As](=C\C(=O)C)=C/C(=O)C
CDK_Depict_30_55	C(#CC(Br)(Br)Br)C(Br)(Br)Br
CDK_Depict_30_56	[B]1C(C(=COO1)F)F
CDK_Depict_30_57	[3H]I([Si])[P+]([Si])(Cl)Cl
CDK_Depict_30_58	C1P2[Se]CP([Se]1)[Se]2
CDK_Depict_30_59	CPOPC1C(O1)(N)N
CDK_Depict_30_60	CN(C)/[SiH]=[SiH]/N(C)C
CDK_Depict_30_61	C1=NNC(=N1)C2=NC=NN2
CDK_Depict_30_62	C1([N+](=S)C([N+](=S)C([N+]1=S)O)O)O
CDK_Depict_30_63	P1=S=P(=S)S1
CDK_Depict_30_64	C(C#C[Hg]C#CCO)O
CDK_Depict_30_65	CCOC(=C=C(N(C)C)OCC)N(C)C
CDK_Depict_30_66	CS(C)(CS(C)(C)P)F
CDK_Depict_30_67	S1SSS[S+](SS1)I
CDK_Depict_30_68	C[Se](I)(I)(I)(I)I
CDK_Depict_30_69	CC(C)(C)PS(=O)(=O)PC(C)(C)C
CDK_Depict_30_70	C1=C[Se]C(S1)CSC#N
CDK_Depict_30_71	[2H]C1=CON(N1[2H])[2H]
CDK_Depict_30_72	[B]N1C=C[N-][N+]1=C
CDK_Depict_30_73	C1=II=II=I1
CDK_Depict_30_74	O(P(=S)(F)F)P(=S)(F)F
CDK_Depict_30_75	C1=CC2=C3N2C3=C1
CDK_Depict_30_76	C[Si](C)(C)C=C1SC(=C[Si](C)(C)C)S1
CDK_Depict_30_77	CN(C)N1C[Se]C=C1
CDK_Depict_30_79	C1C[As]=N1
CDK_Depict_30_80	C[Te](C)(C)(C)(N=[N+]=[N-])N=[N+]=[N-]
CDK_Depict_30_81	B(PC)(P(C)C)P(C)C
CDK_Depict_30_82	[Mo](I)(I)(I)(I)(I)I
CDK_Depict_30_83	C(F)(F)(F)[Bi](I)I
CDK_Depict_30_84	N1=[Si]=N[Si]12N=[Si]=N2
CDK_Depict_30_85	C(#N)C([N+](=O)[O-])(F)Br
CDK_Depict_30_86	CC[As]1N=S=NS1
CDK_Depict_30_87	C[Si](C)(C)[Si](C)(C)N=C=N[Si](C)(C)[Si](C)(C)C
CDK_Depict_30_88	CCP(#P)S(#CC)=P
CDK_Depict_30_89	F[Ge](Cl)(Br)Br
CDK_Depict_30_90	C[Si](C)(C)O[Ge](O[Si](C)(C)C)(Cl)Cl
CDK_Depict_30_91	C(OOC(OF)(F)F)(OF)(F)F
CDK_Depict_30_92	CN1CN(C[Ge](C1)(C)C)C
CDK_Depict_30_93	C(#C[Xe]C(F)(F)F)F
CDK_Depict_30_94	CO[As](C[As](OC)OC)OC
CDK_Depict_30_95	C(F)(F)(SS(C(F)(F)Cl)(F)F)Cl
CDK_Depict_30_96	[N+]1(=O)OP(O1)O
CDK_Depict_30_97	C1=COOSN=N1
CDK_Depict_30_99	C[SiH](C)[Si](=O)[Si](=O)[SiH](C)C
CDK_Depict_30_100	[Si]1(=S)[Si](=S)[Si](=S)[Si]1=S
CDK_Depict_30_101	C[Si](C)(C)O/C=C/1\C=CC=CC1=C
CDK_Depict_30_102	C(=NOOC(=S)I)=O
CDK_Depict_30_103	[2H]P([3H])B(P)SC#N
CDK_Depict_30_104	CC[Si][Si](N=[N+]=[N-])(N=[N+]=[N-])N=[N+]=[N-]
CDK_Depict_30_105	[3H]I(B(F)I)F
CDK_Depict_30_106	C[Si](C)(C)/C(=C\[Se]/C(=C/Br)/[Si](C)(C)C)/Br
CDK_Depict_30_107	C1C=CC=[Se][Se]=[Se]1
CDK_Depict_30_108	CP(C)P(C(F)(F)F)C(F)(F)F
CDK_Depict_30_109	C(C(C(C(I)(I)I)(I)I)(I)I)(I)I
CDK_Depict_30_110	C1OOOOP1Cl
CDK_Depict_30_111	C1#CI(O1)OC#CI
CDK_Depict_30_112	[3H]C([3H])(F)[Te][3H]
CDK_Depict_30_113	B(C)(CC)[Si](=[Si]=[Si](B(C)CC)B(C)CC)B(C)CC
CDK_Depict_30_114	CCCC[Ge](CCCC)(CCCC)C#CCCC
CDK_Depict_30_115	C(=[W]=[W])O
CDK_Depict_30_116	C1(=O)OC(=P1)P
CDK_Depict_30_117	N(F)(F)P(N(F)F)N(F)F
CDK_Depict_30_118	CC1=C(C[P-](C1)(F)(F)(F)F)C
CDK_Depict_30_119	CP1(=C)NP(=C)(NP(=C)(N1)C)C
CDK_Depict_30_120	C1=CO[Al]=C1
CDK_Depict_30_121	B(N=C=O)(N=C=O)N=C=O
CDK_Depict_30_122	[2H]S(=P)([2H])(F)S
CDK_Depict_30_123	CS(#P)=P#P=P#P
CDK_Depict_30_124	CC(C)CC1=C[Se]N=N1
CDK_Depict_30_125	CN(ON)I(OC)ON
CDK_Depict_30_126	C=S(N)S(=C)(=[Hg])N
CDK_Depict_30_127	O=[As](=O)F
CDK_Depict_30_128	CON1C=CPC1=S
CDK_Depict_30_129	O=P(=O)P(=O)=S(=O)=O
CDK_Depict_30_130	CCCSC1=CC(=O)C1=O
CDK_Depict_30_131	B(SS(=O)(=O)F)(SS(=O)(=O)F)SS(=O)(=O)F
CDK_Depict_30_132	O=[Mo]O[Mo](=O)O[Mo]=O
CDK_Depict_30_133	P1234[Se]P([Se]1)([Se]2)([Se]3)[Se]4
CDK_Depict_30_134	C([Si]Cl)[Hg]C[Si]Cl
CDK_Depict_30_135	[N+](=O)([O-])P([N+](=O)[O-])[N+](=O)[O-]
CDK_Depict_30_136	C(C(CBr)(CBr)C(=O)N)Cl
CDK_Depict_30_137	C[Si](C)(OS(=O)(=O)Cl)F
CDK_Depict_30_138	[N-]=[N+]=N[Al](N=[N+]=[N-])N=[N+]=[N-]
CDK_Depict_30_139	C(C[Al](Cl)Cl)[Al](Cl)Cl
CDK_Depict_30_140	CC(=S)S[Sb](SC(=S)C)SC(=S)C
CDK_Depict_30_141	CP1P(P(P1C)C)C
CDK_Depict_30_142	CCCP([N+]#CCC)Cl
CDK_Depict_30_143	O=Cl(=O)(=O)O[Bi](OCl(=O)(=O)=O)OCl(=O)(=O)=O
CDK_Depict_30_144	CP(C)P(#P)P(#N)[S-](=S)=S
CDK_Depict_30_145	[2H][Si]C#C[Si]([2H])([2H])[2H]
CDK_Depict_30_146	O([Al](Cl)Cl)[Si](Cl)(Cl)Cl
CDK_Depict_30_147	I[Ta](I)(I)(I)I
CDK_Depict_30_148	[B-](C1CC1C#N)(F)(F)F
CDK_Depict_30_149	CCCN[Si]([Si](Cl)(Cl)Cl)(Cl)Cl
CDK_Depict_30_150	CO[Si](OC)(F)[Si](OC)(OC)F
CDK_Depict_30_151	C1=C[N+](=C=[N+]1F)F
CDK_Depict_30_152	S=[Sb](=S)S[Sb](=S)=S
CDK_Depict_30_153	CP(=C([Si](Cl)(Cl)Cl)Cl)(C)Cl
CDK_Depict_30_154	C[Si](C)C[N+](=IC[Si](C)C)/N=N/N=N
CDK_Depict_30_155	C(=N\S(F)(F)(F)(F)F)(\Cl)/C(=N/S(F)(F)(F)(F)F)/Cl
CDK_Depict_30_156	B(C(=C(F)F)F)(C(=C(F)F)F)Cl
CDK_Depict_30_157	C1CC(=[Si](C1)Cl)Cl
CDK_Depict_30_158	N1=[P+]=NSN=[P+]=NS1
CDK_Depict_30_159	B(C1=CC(=CC=C1)[As])(O)O
CDK_Depict_30_160	O=P(F)(Cl)Br
CDK_Depict_30_161	C1(=NS[S+]=N1)C(Cl)(Cl)Cl
CDK_Depict_30_162	O=[Si]1O[Si]1=O
CDK_Depict_30_163	C1N(ON(ON1Cl)Cl)Cl
CDK_Depict_30_165	C#[Si]OO[Ge]#C
CDK_Depict_30_166	C[Si]1(S[Si](S[Si](S1)(C)C=C)(C)C=C)C=C
CDK_Depict_30_167	[3H]CS(=O)(=[W])[B]
CDK_Depict_30_168	C=1=N[Al](N1)N=C=N[Al]2N=C=N2
CDK_Depict_30_170	O=[P+]1OSO1
CDK_Depict_30_171	N[SiH](N([N+](=O)O)[SiH](N)[SiH3])[SiH3]
CDK_Depict_30_172	C1=C[Si]2=[Zr]=[Si]1C=C2
CDK_Depict_30_173	C(=O)=[Ir]Cl
CDK_Depict_30_174	CC1=CC(=S(S1)I)C
CDK_Depict_30_175	Cl[Pd](I)I
CDK_Depict_30_176	CCN(C)[Te](N(C)CC)(N(C)CC)N(C)CC
CDK_Depict_30_177	CN1N=PC=P1
CDK_Depict_30_178	O=[Mn](=O)(=O)O[Mn](=O)(=O)=O
CDK_Depict_30_179	B1=CB=CB=C1
CDK_Depict_30_180	C=C1[Se]C(=C)[Se]1
CDK_Depict_30_181	CP(ON=C(F)Cl)(F)(F)Cl
CDK_Depict_30_182	B1=C(OC(=C1F)F)F
CDK_Depict_30_183	O[Te](=O)(=O)O[Te](=O)(=O)OP
CDK_Depict_30_184	[B]B(B(OC)OC)OC
CDK_Depict_30_185	C1CC(=C=O)C1=C=O
CDK_Depict_30_186	C1CCC(CC1)[Sn](Br)(Br)Br
CDK_Depict_30_187	C1(=NC(=O)N=N1)N=O
CDK_Depict_30_188	C=IC(N)[I-]I(=C)=PCI
CDK_Depict_30_189	[3H]S(=[B])[Si](S(=[B])[3H])(S(=[B])[3H])S(=[B])[3H]
CDK_Depict_30_190	C[Se]C1=CC=CC(=C1)F
CDK_Depict_30_191	O=I(F)(F)F
CDK_Depict_30_192	C[Sn](OCl(=O)(=O)=O)(OCl(=O)(=O)=O)OCl(=O)(=O)=O
CDK_Depict_30_193	[N-]=[N+]=NI(N=[N+]=[N-])N=[N+]=[N-]
CDK_Depict_30_194	Br[Zr](Br)I
CDK_Depict_30_195	CO[Ge](OC)(Br)Br
CDK_Depict_30_196	C(F)(F)(F)P1P([Te]1)C(F)(F)F
CDK_Depict_30_197	C[Si](C)(C)C[In](C[Si](C)(C)C)Cl
CDK_Depict_30_198	O=S1(=S)O[Al](O1)OS(=O)(=S)O[Al]2OS(=O)(=S)O2
CDK_Depict_30_199	B(=NF)P(P)PP
CDK_Depict_30_200	CP(=S)(C)S[Sn](C)(C)SP(=S)(C)C
CDK_Depict_30_201	C1CCC(=[Zr](Cl)Cl)C1
CDK_Depict_30_202	[B]B=[S-](=PB([B])[B])B([B])[B]
CDK_Depict_30_203	B1=BC(=BB=C1)C(C)(C)C
CDK_Depict_30_204	C=C/[SiH]=[SiH]/[SiH]=[SiH]/[SiH]=[SiH]/C=C
CDK_Depict_30_205	O(S(F)(F)(F)(F)F)S(F)(F)(F)(F)F
CDK_Depict_30_206	CP(C)N=S(=NP(C)C)(C)C
CDK_Depict_30_207	CC1=PPP=P1
CDK_Depict_30_208	C1=CSC(=NO)S1
CDK_Depict_30_209	Cl[Mo](Cl)(Cl)(Cl)(Cl)I
CDK_Depict_30_210	C(=C(Cl)[Hg]C(=C(Cl)Cl)Cl)(Cl)Cl
CDK_Depict_30_211	C[Sn](O[N+](=O)[O-])(O[N+](=O)[O-])O[N+](=O)[O-]
CDK_Depict_30_212	C1=[As]O[As]=CO1
